Country,Product_Number,Product_Name,Product_Code,Output_MEUR,CO2_kg_total,CO2_kg_per_MEUR,CH4_kg_total,CH4_kg_per_MEUR,N2O_kg_total,N2O_kg_per_MEUR,Total_CO2e_kg_per_MEUR
CN,77,Ethane,C_ETHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,78,Naphtha,C_NAPT,91101.8535351,21004962401.3,230565.69747186475,7646351.43792,83.93189755435647,34123.4704275,0.37456395345845295,233015.05005105323
CN,79,White Spirit & SBP,C_WHSP,3454.6239755,796517786.426,230565.69747528518,289953.145604,83.9318975553726,1293.97761399,0.37456395346261034,233015.05005450323
CN,80,Lubricants,C_LUBR,29159.7853485,6723246249.39,230565.69755359495,2447436.11744,83.93189758394082,10922.204486,0.3745639535910317,233015.0501336469
CN,81,Bitumen,C_BITU,7900.6322056,1821614775.95,230565.6975980773,663115.053256,83.93189760004034,2959.29203536,0.3745639536621439,233015.05017859887
CN,82,Paraffin Waxes,C_PARW,14604.0497516,3367192920.8,230565.69773949825,1225745.60905,83.93189765158867,5470.15061781,0.3745639538930424,233015.0503215244
CN,83,Petroleum Coke,C_PETC,4470.43149171,1030728157.23,230565.6979961307,375211.798838,83.9318977449482,1674.462497,0.3745639543084678,233015.05058088098
CN,84,Non-specified Petroleum Products,C_NSPP,6652.36278967,1533806667.9,230565.69769191538,558345.432689,83.93189763432875,2491.73530871,0.37456395381491303,233015.05027343752
CN,85,Nuclear fuel,C_NUCF,126.952008545,655457366.068,5163032.657617729,71838.8537839,565.8741016171924,10471.0296416,82.48022037310572,5200734.390861884
CN,86,"Plastics, basic",C_PLAS,178532.839369,1353837543.47,7583.128954062202,497145.165593,2.784614681254675,11828.5405379,0.06625414450196594,7678.655513430354
CN,87,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",C_PLAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,88,N-fertiliser,C_NFER,594.545004851,185495406.244,311995.5675861532,24475.0050137,41.16594171005393,1766.67891439,2.971480543903906,313935.6562981693
CN,89,P- and other fertiliser,C_PFER,79237.7039986,22883093296.6,288790.46390597464,2438614.1046,30.775930921005568,221122.203433,2.7906185095533163,290391.7038767944
CN,90,Chemicals nec,C_CHEM,1518260.91596,713450929972.0,469913.2556678398,61178818.2136,40.29532577074639,7575621.96559,4.989670672514096,472363.7875176369
CN,91,Charcoal,C_CHAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,92,Additives/Blending Components,C_ADDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,93,Biogasoline,C_BIOG,3819.22453227,1794704239.78,469913.2571588549,153896.897207,40.2953258984042,19056.6727008,4.989670688325163,472363.78901641635
CN,94,Biodiesels,C_BIOD,514.949483798,241981589.22,469913.25719033537,20750.0572723,40.29532590120948,2569.42834546,4.989670688684317,472363.78904807055
CN,95,Other Liquid Biofuels,C_OBIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,96,Rubber and plastic products (25),C_RUBP,1005582.88086,103797940199.0,103221.6659359091,4891349.87812,4.864193664411623,608069.93146,0.604693996918447,103518.10726769602
CN,97,Glass and glass products,C_GLAS,403413.87666,44413722599.1,110094.68233174385,13440710.5487,33.31742244461244,454986.09849,1.1278394839983787,111326.44762345258
CN,98,"Secondary glass for treatment, Re-processing of secondary glass into new glass",C_GLAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,99,Ceramic goods,C_CRMC,413345.329943,68463351495.0,165632.3333916487,15199313.0421,36.77146429644185,570015.223401,1.3790290638571014,167027.37709387118
CN,100,"Bricks, tiles and construction products, in baked clay",C_BRIK,14496.1921107,24891108916.3,1717079.1285200513,1927803.89518,132.98691687157208,333996.580454,23.040297610809723,1726908.44105932
CN,101,"Cement, lime and plaster",C_CMNT,168452.750293,559932038253.0,3323970.889635679,10394955.614,61.7084351304412,6795892.06613,40.34301639070598,3336389.6251628683
CN,102,"Ash for treatment, Re-processing of ash into clinker",C_ASHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,103,Other non-metallic mineral products,C_ONMM,290783.439066,455813555170.0,1567536.1589851154,11766340.7548,40.46427400609069,5481126.72793,18.84951476444273,1573664.2800698632
CN,104,Basic iron and steel and of ferro-alloys and first products thereof,C_STEL,1483520.9035,1119148153010.0,754386.5073755599,203261404.712,137.01283496070403,7777042.56289,5.242287145763834,759612.072848087
CN,105,"Secondary steel for treatment, Re-processing of secondary steel into new steel",C_STEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,106,Precious metals,C_PREM,78281.1418865,23613155820.8,301645.5208974438,4593696.86566,58.68203701372178,321485.030752,4.106800475881175,304376.9200599365
CN,107,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",C_PREW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,108,Aluminium and aluminium products,C_ALUM,302689.359677,34953572461.6,115476.71348242628,9502151.37292,31.392419552044224,315496.922834,1.0423125648376508,116631.91405956549
CN,109,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",C_ALUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,110,"Lead, zinc and tin and products thereof",C_LZTP,76660.1064363,14742938552.4,192315.6546182271,2930374.80623,38.225550973699306,188196.795538,2.454950877147299,194036.5320279347
CN,111,"Secondary lead for treatment, Re-processing of secondary lead into new lead",C_LZTW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,112,Copper products,C_COPP,185942.772847,46643753527.8,250850.04818219025,7186179.18342,38.64726266792327,603129.437358,3.2436293603853876,252791.73331739422
