製程及設施名稱,原燃物料或產品名稱,排放型式,活動數據,活動數據單位,數據來源表單名稱,保存單位,活動數據種類,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
鍋爐蒸氣產生程序-燃氣鍋爐,天然氣,固定 (E),"23,470.6917",千立方公尺,採購紀錄,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氣冷高爐石級配料(散裝),4.98,mt,Taiwan EPA,TW,2022,0.841918349266052,,3,天然氣 天然氣 natural gas 鍋爐蒸氣產生程序-燃氣鍋爐 固定 (E) 千立方公尺,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=千立方公尺, factor_unit=mt"
鍋爐蒸氣產生程序-燃油鍋爐,重油,固定 (E),50.5813,公秉,購入發票,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.834672331809998,,3,重油 重油 heavy fuel oil 鍋爐蒸氣產生程序-燃油鍋爐 固定 (E) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
鍋爐蒸氣產生程序-燃油鍋爐,重油,固定 (E),201.5861,公秉,天然氣收費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.834672331809998,,3,重油 重油 heavy fuel oil 鍋爐蒸氣產生程序-燃油鍋爐 固定 (E) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
鍋爐蒸氣產生程序-燃油鍋爐,重油,固定 (E),"1,338.2274",公秉,採購紀錄,環保課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.834672331809998,,3,重油 重油 heavy fuel oil 鍋爐蒸氣產生程序-燃油鍋爐 固定 (E) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
鍋爐蒸氣產生程序-燃油鍋爐,重油,固定 (E),"1,021.6949",公秉,購入發票,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.834672331809998,,3,重油 重油 heavy fuel oil 鍋爐蒸氣產生程序-燃油鍋爐 固定 (E) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
碳酸飲料充填製程-CO2填充機,食品級CO2,製程 (P),539.5807,公噸,廢水申報,品保課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Dried and Dehydrated Food Manufacturing,0.381,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.883164644241333,此為國際平均值，實際情況可能因地區而異,3,食品級CO2 食品級CO2 碳酸飲料充填製程-CO2填充機 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
碳酸飲料充填製程-CO2填充機,食品級CO2,製程 (P),41.4399,公噸,採購紀錄,品保課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Dried and Dehydrated Food Manufacturing,0.381,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.883164644241333,此為國際平均值，實際情況可能因地區而異,3,食品級CO2 食品級CO2 碳酸飲料充填製程-CO2填充機 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
廢水處理程序-厭氧反應槽,尿素(肥料用),製程 (P),2.5624,公噸,廢水申報,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機廢棄物免發酵轉化肥料處理服務,48.3,mt,Taiwan EPA,TW,2017,0.846850872039795,,3,尿素(肥料用) 尿素(肥料用) 廢水處理程序-厭氧反應槽 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=mt"
廢水處理程序-厭氧反應槽,尿素(肥料用),製程 (P),25.2353,公噸,廢水申報,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機廢棄物免發酵轉化肥料處理服務,48.3,mt,Taiwan EPA,TW,2017,0.846850872039795,,3,尿素(肥料用) 尿素(肥料用) 廢水處理程序-厭氧反應槽 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=mt"
廢水處理程序-厭氧反應槽,尿素(肥料用),製程 (P),33.2160,公噸,採購紀錄,環保課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機廢棄物免發酵轉化肥料處理服務,48.3,mt,Taiwan EPA,TW,2017,0.846850872039795,,3,尿素(肥料用) 尿素(肥料用) 廢水處理程序-厭氧反應槽 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=mt"
發酵製程-發酵槽,甲烷(沼氣逸散),逸散 (F),0.9721,公噸,採購紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,液化石油氣(於固定源使用，2014),2.26,l,Taiwan EPA,TW,2016,0.816883385181427,,3,甲烷(沼氣逸散) 甲烷(沼氣逸散) 發酵製程-發酵槽 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=l"
發酵製程-發酵槽,甲烷(沼氣逸散),逸散 (F),1.9667,公噸,採購紀錄,生產課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,液化石油氣(於固定源使用，2014),2.26,l,Taiwan EPA,TW,2016,0.816883385181427,,3,甲烷(沼氣逸散) 甲烷(沼氣逸散) 發酵製程-發酵槽 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=l"
發酵製程-發酵槽,甲烷(沼氣逸散),逸散 (F),0.8430,公噸,廢水申報,品保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,液化石油氣(於固定源使用，2014),2.26,l,Taiwan EPA,TW,2016,0.816883385181427,,3,甲烷(沼氣逸散) 甲烷(沼氣逸散) 發酵製程-發酵槽 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=l"
冷媒補充-中、大型冷凍、冷藏裝備,氨(NH3)冷媒,逸散 (F),0.4521,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.829559564590454,,3,氨(NH3)冷媒 氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
冷媒補充-中、大型冷凍、冷藏裝備,氨(NH3)冷媒,逸散 (F),0.0371,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.829559564590454,,3,氨(NH3)冷媒 氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
冷媒補充-中、大型冷凍、冷藏裝備,氨(NH3)冷媒,逸散 (F),0.0328,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.829559564590454,,3,氨(NH3)冷媒 氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
其他未分類製程-其他未歸類設施,其他電力,外購電力,"8,807.2627",千度,台電電費單,總務課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ ,Idemat,EU,2024,0.811118304729462,此為國際平均值，實際情況可能因地區而異,3,其他電力 其他電力 electricity power 其他未分類製程-其他未歸類設施 外購電力 千度,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=千度, factor_unit=kg CO2e/MJ "
引擎發電程序-柴油引擎,柴油,固定 (E),1.5321,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,TW,2019,0.845843553543091,,3,柴油 柴油 diesel fuel 引擎發電程序-柴油引擎 固定 (E) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,柴油,移動 (T),41.2848,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.906787395477295,,3,柴油 柴油 diesel fuel 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,車用汽油,移動 (T),32.6707,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.872793078422546,,3,車用汽油 車用汽油 gasoline petrol 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
非製造程序-堆高機,車用汽油,移動 (T),13.6631,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,TW,2020,0.860475480556488,,3,車用汽油 車用汽油 gasoline petrol 非製造程序-堆高機 移動 (T) 公秉,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
消防活動-消防設施,滅火器,逸散 (F),0.0196,公噸,使用量,工安課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),Global,2024,0.747565865516663,此為國際平均值，實際情況可能因地區而異,3,滅火器 滅火器 消防活動-消防設施 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,0.0000048412,0.0000000048412,已計算,活動數據 0.0196 公噸 -> 0.0196 t; * factor
水肥處理程序-化糞池,水肥,逸散 (F),"645,716.8046",人小時,工時紀錄,工安課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,TW,2020,0.831236124038696,,3,水肥 水肥 水肥處理程序-化糞池 逸散 (F) 人小時,table4_activity_csv,表4-1_食品飲料業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=人小時, factor_unit=m3"
維修保養程序-其他未歸類設施,乙炔,製程 (P),0.1774,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,kg,Taiwan EPA,TW,2015,0.820680499076843,,3,乙炔 乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,24.836,0.024836,已計算,活動數據 0.1774 公噸 -> 177.4 kg; * factor (公噸/t/mt 轉 kg)
維修保養程序-點焊設施,銲條、棒,製程 (P),0.0002,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",0.552,kg CO2e/kg,FootprintCalc,Global,2023,0.774117946624756,此為國際平均值，實際情況可能因地區而異,3,銲條、棒 銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,0.1104,0.0001104,已計算,活動數據 0.0002 公噸 -> 0.2 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-獨立商用冷凍、冷藏裝備,R-508A，HFC-23/PFC-116(39.0/61.0),逸散 (F),0.0002,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.794346988201141,此為國際平均值，實際情況可能因地區而異,3,R-508A，HFC-23/PFC-116(39.0/61.0) R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,0.0076633808,0.0000076633808,已計算,活動數據 0.0002 公噸 -> 0.2 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-中、大型冷凍、冷藏裝備,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0135,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.805311322212219,,1,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,6.48,0.00648,已計算,活動數據 0.0135 公噸 -> 13.5 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0034,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.814711391925812,,2,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,1.632,0.001632,已計算,活動數據 0.0034 公噸 -> 3.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0121,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.806420207023621,,1,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,5.808,0.005808,已計算,活動數據 0.0121 公噸 -> 12.1 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.1068,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.836208581924438,,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",table4_activity_csv,表4-1_食品飲料業_合成,51.264,0.051264,已計算,活動數據 0.1068 公噸 -> 106.8 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0006,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.834582924842834,,3,HFC-23/R-23三氟甲烷，CHF3 HFC-23/R-23三氟甲烷，CHF3 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,0.288,0.000288,已計算,活動數據 0.0006 公噸 -> 0.6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-冰水機,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0089,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.809916615486145,此為國際平均值，實際情況可能因地區而異,3,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_食品飲料業_合成,0.3410204456,0.0003410204456,已計算,活動數據 0.0089 公噸 -> 8.9 kg; * factor (公噸/t/mt 轉 kg)
